Movie_name,Cast Info,Genre Info
Memoria,"The cast of the movie Memoria includes Alon Dina as Soccer Player,Andre Dominguez as High School Kid,Bella Cohen as Angie,Cole Alexander as Dickey Ferriante,Ericka Clevenger as Smooch,James Franco as Mr. Wyckoff,Jasmine Ascencio as Middle School Student,Lexi DiBenedetto as Kelly,Luna Blaise as Nina ( Age 13 ),Olie Cohen as Laurie,Rachel Brett as High School Student,Sam Dillon as Ivan,Shauna Bloom as Mrs. Kerrigan,Teo Halm as Alex (13 Yrs),Thomas Mann as Alex.","The genre of the movie is Biography,Drama."
Two-Lane Blacktop,The cast of the movie Two-Lane Blacktop includes.,The genre of the movie is .
Drive My Car,"The cast of the movie Drive My Car includes Ann Fite as Principal Cast,Dae-Young Jin as Kon Yoon-Su,Hidetoshi Nishijima as Yûsuke Kafuku,Masaki Okada as Kôji Takatsuki,Perry Dizon as Principal Cast,Reika Kirishima as Oto, Kafuku's Wife,Satoko Abe as Yuhara,Sonia Yuan as Janice Chan,Tôko Miura as Misaki Watari,Yoo-rim Park as Lee Yoon-A.",The genre of the movie is Drama.
House of Flying Daggers,"The cast of the movie House of Flying Daggers includes Andy Lau as Leo,Takeshi Kaneshiro as Jin,Ziyi Zhang as Xiao Mei,Dandan Song as Yee,Dong Liu as Performer,Hongfei Zhao as Performer,Hongwei Zhao as Performer,Jiusheng Wang as Performer,Jun Guo as Performer,Liping Tian as Performer,Qi Zi as Performer,Shu Zhang as Performer,Xuedong Qu as Performer,Yongxin Wang as Performer,Zhengyong Zhang as Performer.","The genre of the movie is Action,Adventure,Drama,Fantasy,Romance."
63 Up,"The cast of the movie 63 Up includes Andrew Brackfield as Himself,Bruce Balden as Himself,Charles Furneaux as Himself,Jacqueline Bassett as Herself,John Brisby as Himself,Lynn Johnson as Herself,Neil Hughes as Himself,Nicholas Hitchon as Himself,Peter Davies as Himself,Susan Sullivan as Herself,Suzanne Dewey as Herself,Tony Walker as Himself,Andrew Brackfield as Himself,Jacqueline Bassett as Herself,John Brisby as Himself,Neil Hughes as Himself,Paul Kligerman as Himself,Peter Davies as Himself,Susan Sullivan as Herself,Symon Basterfield as Himself.",The genre of the movie is Documentary.
Treasure Island,"The cast of the movie Treasure Island includes Basil Sydney as Captain Smollett,Bobby Driscoll as Jim Hawkins,Denis O'Dea as Dr. Livesy,Finlay Currie as Capt. Billy Bones,Geoffrey Keen as Israel Hands,Geoffrey Wilkinson as Ben Gunn,John Laurie as Blind Pew,Ralph Truman as George Merry,Robert Newton as Long John Silver,Walter Fitzgerald as Squire Trelawney,Andrew Blackett as Gray,David Davies as Mr. Arrow,Francis de Wolff as Black Dog,John Gregson as Redruth,William Devlin as Morgan.","The genre of the movie is Adventure,Family."
Lost in Translation,"The cast of the movie Lost in Translation includes Bill Murray as Bob Harris,Giovanni Ribisi as John,Scarlett Johansson as Charlotte,Akiko Takeshita as Ms. Kawasaki,Akira Yamaguchi as Bellboy,Catherine Lambert as Jazz Singer,Diamond Yukai as Commercial Director,François du Bois as Sausalito Piano,Gregory Pekar as American Businessman #1,Kazuko Shibata as Press Agent,Kazuyoshi Minamimagoe as Press Agent,Richard Allen as American Businessman #2,Ryuichiro Baba as Concierge,Take as Press Agent,Tim Leffman as Sausalito Guitar.","The genre of the movie is Drama,Romance."
Blue Is the Warmest Color,"The cast of the movie Blue Is the Warmest Color includes Ad as Ad,Alma Jodorowsky as B,Anne Loiret as La M,Aurélien Recoing as Le P,Benjamin Siksou as Antoine,Beno as Le Beau-P,Catherine Salée as La M,Jeremie Laheurte as Thomas,Léa Seydoux as Emma,Mona Walravens as Lise,Salim Kechiouche as Samir,Sandor Funtek as Valentin,Ad as Ad,Alma Jodorowsky as B,Anne Loiret as M,Aurelie Lemanceau as Sabine,Aurélien Recoing as P,Baya Rehaz as Meryem,Benjamin Siksou as Antoine,Beno as Vincent,Catherine Salée as M,Fanny Maurin as Am,Jeremie Laheurte as Thomas,Karim Saidi as Kader,Léa Seydoux as Emma,Maelys Cabezon as Laetitia,Mona Walravens as Lise,Salim Kechiouche as Samir,Samir Bella as Samir,Sandor Funtek as Valentin.","The genre of the movie is Drama,Romance."
Searching for Bobby Fischer,"The cast of the movie Searching for Bobby Fischer includes Ben Kingsley as Bruce Pandolfini,David Paymer as Kalev,Hal Scardino as Morgan,Joan Allen as Bonnie Waitzkin,Joe Mantegna as Fred Waitzkin,Laurence Fishburne as Vinnie,Max Pomeranc as Josh Waitzkin,Michael Nirenberg as Jonathan Poe,Robert Stephens as Poe's Teacher,Vasek Simek as Russian Park Player,Anthony Heald as Fighting Parent,Dan Hedaya as Tournament Director,Laura Linney as School Teacher,Steven Randazzo as Man Of Many Signals,William H. Macy as Tunafish Father.","The genre of the movie is Biography,Drama."
Hit the Road,"The cast of the movie Hit the Road includes Amin Simiar as Principal Cast,Hassan Madjooni as Principal Cast,Pantea Panahiha as Principal Cast,Rayan Sarlak as Principal Cast.",The genre of the movie is Drama.
Assault on Precinct 13,"The cast of the movie Assault on Precinct 13 includes Ethan Hawke as Sgt. Jake Roenick,Laurence Fishburne as Marion Bishop,Aisha Hinds as Anna,Brian Dennehy as Sgt. Jasper O'Shea,Currie Graham as Mike Kahane,Drea de Matteo as Iris Ferry,Fulvio Cecere as Ray Portnow,Gabriel Byrne as Capt. Marcus Duvall,Hugh Dillon as Tony,Ja Rule as Smiley,John Leguizamo as Beck,Kim Coates as Officer Rosen,Maria Bello as Dr. Alex Sabian,Matt Craven as Officer Kevin Capra,Peter Bryant as Lt. Holloway.","The genre of the movie is Action,Drama,Thriller,Crime."
Man on Wire,"The cast of the movie Man on Wire includes Philippe Petit as Himself,Aaron Haskell as Jean-François - Drama Reconstructions,Alan Welner as Himself,Annie Allix as Herself,Ardis Campbell as Annie - Drama Reconstructions,Barry Greenhouse as Himself,David Demato as Jean-Louis - Drama Reconstructions,David Forman as Himself,Guy F. Tozzoli as Himself,Jean François Heckel as Himself,Jean-Louis Blondeau as Himself,Jim Moore as Himself,Mark Lewis as Himself,Paul McGill as Philippe - Drama Reconstructions,Shawn Dempewolff-Barrett as David - Drama Reconstructions.","The genre of the movie is Crime,Documentary."
For Sama,"The cast of the movie For Sama includes Hamza Al-Khateab as Himself,Sama Al-Khateab as Herself,Waad Al-Khateab as Herself.",The genre of the movie is Documentary.
The Tragedy of Macbeth,"The cast of the movie The Tragedy of Macbeth includes Alex Hassell as Ross,Brendan Gleeson as King Duncan,Brian Thompson as Young Murderer,Corey Hawkins as Macduff,Denzel Washington as Lord Macbeth,Frances McDormand as Lady Macbeth,Harry Melling as Malcolm,Miles Anderson as Lennox,Ralph Ineson as The Captain,Sean Patrick Thomas as Monteith,Ethan Hutchison as Macduff's Son,Jacob McCarthy as Wheyface,James Udom as Seyton,Matt Helm as Donalbain,Max Baker as Doctor.","The genre of the movie is Drama,History,Thriller,War."
Force of Evil,"The cast of the movie Force of Evil includes Barry Kelley as Detective Egan,Beatrice Pearson as Doris Lowry,Howland Chamberlain as Freddie Bauer,John Garfield as Joe Morse,Marie Windsor as Edna Tucker,Paul Fix as Bill Ficco,Paul McVey as Hobe Wheelock,Roy Roberts as Ben Tucker,Stanley Prager as Wally,Thomas Gomez as Leo Morse,Georgia Backus as Sylvia Morse,Jessie Arnold as Sorter,Margaret Bert as Sorter,Murray Alper as Comptroller,Sam Ash as Undetermined Secondary Role.","The genre of the movie is Drama,Crime,Film-Noir."
The Hidden Fortress,"The cast of the movie The Hidden Fortress includes Misa Uehara as Princess Yuki,Toshirô Mifune as General Rokurota Makabe,Eiko Miyoshi as Old Lady-In-Waiting,Kamatari Fujiwara as Matashichi,Kichijir as Slave Trader,Kôji Mitsui as Guard,Kokuten Kôdô as Old Man In Front Of Sign,Minoru Chiaki as Tahei,Susumu Fujita as General Hyoe Tadokoro,Takashi Shimura as The Old General, Izumi Nagakura,Takeshi Katô as Fleeing, Bloody Samurai,Toranosuke Ogawa as Magistrate Of The Bridge Barrier,Toshiko Higuchi as Farmer's Daughter Bought From Slave Trader,Yoshio Tsuchiya as Samurai On Horse,Yû Fujiki as Barrier Guard.","The genre of the movie is Adventure,Drama."
Still Walking,"The cast of the movie Still Walking includes Haruko Kato as Cast,Hiroshi Abe as Ryota Yokoyama,Hotaru Nomoto as Satsuki Kataoka,Kazuya Takahashi as Nobuo Kataoka,Kirin Kiki as Toshiko Yokoyama,Ryôga Hayashi as Mutsu Kataoka,Shohei Tanaka as Atsushi Yokoyama,Susumu Terajima as Sushi Deliverer,Yoshio Harada as Kyohei Yokoyama,You as Chinami Kataoka,Yui Natsukawa as Yukari Yokoyama.",The genre of the movie is Drama.
Gangs of Wasseypur,"The cast of the movie Gangs of Wasseypur includes Aditya Kumar as Perpendicular,Huma Qureshi as Mohsina,Jaideep Ahlawat as Shahid Khan,Jameel Khan as Asgar Khan,Manoj Bajpai as Sardar Khan,Nowaz as Faizal Khan,Piyush Mishra as Nasir Ahmed,Raj Kumar Yadav as Shamshad,Richa Chadda as Nagma Khatoon,Sankalp Acharekar as Tangent,Satyakam Anand as J.P. Singh,Tigmanshu Dhulia as Ramadhir Singh,Vineet Singh as Danish Khan,Vipin Sharma as Ehsaan Qureshi,Zeishan Quadri as Definite.","The genre of the movie is Action,Drama,Thriller,Crime."
The Last Detail,"The cast of the movie The Last Detail includes Jack Nicholson as Buddusky,Randy Quaid as Meadows,Carol Kane as Young Whore,Clifton James as M.A.A.,Derek McGrath as Nichiren Shoshu Member,Don McGovern as Bartender,Gerry Salsberg as Henry,Jim Henshaw as Sweek,Kathleen Miller as Annette,Luana Anders as Donna,Michael Chapman as Taxi Driver,Michael Moriarty as Marine O.D.,Nancy Allen as Nancy,Otis Young as Mulhall,Pat Hamilton as Madame.","The genre of the movie is Drama,Comedy."
When the Levees Broke: A Requiem in Four Acts,"The cast of the movie When the Levees Broke: A Requiem in Four Acts includes Darleen Asevedo as Self,Gralen Bryant Banks as Self,Harry Belafonte as Self,Jay Asevedo as Self,John Barry as Self,Lee Arnold as Self,Robert Bea as Self,Shelton Shakespear Alexander as Self,Terence Blanchard as Self,Wilhelmina Blanchard as Self,Douglas Brinkley as Self,Joseph Bruno as Self,Karen Carter as Self,Kathleen Blanco as Self,Louis Cataldie as Self.",The genre of the movie is Documentary.
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"The cast of the movie Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan includes Ken Davitian as Azamat,Sacha Baron Cohen as Borat,Alan Keyes as Himself,Bob Barr as Himself,Jean-Pierre Parent as Kazakh Swimmer,Luenell as Luenell,Mitchell Falk as Prime Minister Of Kazakhstan,Pamela Anderson as Herself.",The genre of the movie is Comedy.
Minari,"The cast of the movie Minari includes Alan S. Kim as David,Darryl Cox as Mr. Harlan,Eric Starkey as Randy Boomer,Esther Moon as Mrs. Oh,Noel Cho as Anne,Scott Haze as Billy,Steven Yeun as Jacob,Will Patton as Paul,Ye-ri Han as Monica,Yeo-Jong Yun as Soonja,Ben Hall as Dowsing Dan,Jacob M Wade as Johnnie,James Carroll as Brother Roy,Jenny Phagan as Bonnie,Tina Parker as Debbie.",The genre of the movie is Drama.
Barry Lyndon,"The cast of the movie Barry Lyndon includes Marisa Berenson as Lady Honoria Lyndon,Ryan O'Neal as Barry Lyndon,André Morell as Lord Gustavus Adolphus Wendover,Arthur O'Sullivan as Captain Feeny, The Highwayman,Diana Körner as Lischen,Frank Middlemass as Sir Charles Lyndon,Gay Hamilton as Nora Brady,Godfrey Quigley as Captain Grogan,Hardy Krüger as Captain Potzdorf,Leonard Rossiter as Captain John Quin,Marie Kean as Barry's Mother,Murray Melvin as Reverend Samuel Runt,Patrick Magee as The Chevalier Du Balibari,Philip Stone as Graham,Steven Berkoff as Lord Ludd.","The genre of the movie is Adventure,Drama,History,War."
The Farewell,"The cast of the movie The Farewell includes Aoi Mizuhara as Aiko,Awkwafina as Billi,Becca Khalil as Shirley,Diana Lin as Lu Jian,Diane Dehn as Birthday Singer,Gil Perez-Abraham as Tony,Han Chen as Haohao,Hong Lin as Doctor Wu,Hong Lu as Little Nai Nai,Ines Laimins as Kathy,Jim Liu as Doctor Song,Shuzhen Zhou as Nai Nai,Tzi Ma as Haiyan,X Mayo as Suze,Yang Xuejian as Mr. Li,Yongbo Jiang as Uncle Haibin,Zhao Shuzhen as Nai Nai,Aoi Mizuhara as Aiko,Becca Khalil as Shirley,Diane Dehn as Birthday Singer,Han Chen as Haohao,Hong Lu as Little Nai Nai,Hongli Liu as Aunty Gao,Ines Laimins as Kathy,Jing Zhang as Gu Gu,Jinhang Liu as Bao,Shimin Zhang as Michael,X Mayo as Suz,Xiang Li as Aunty Ling,Yongbo Jiang as Haibin,Zhao Shuzhen as Nai Nai.","The genre of the movie is Drama,Comedy."
Elle,"The cast of the movie Elle includes Anne Consigny as Anna,Charles Berling as Richard Leblanc,Isabelle Huppert as Michèle Leblanc,Laurent Lafitte as Patrick,Alice Isaaz as Josie,Anne Consigny as Anna,Arthur Mazet as Kevin,Charles Berling as Richard Leblanc,Christian Berkel as Robert,Hugo Conzelmann as Philipp Kwan,Isabelle Huppert as Michelle,Jean Douchet as Guest At The Party,Jean-Noël Martin as Le Maître D'hôtel,Jonas Bloquet as Vincent,Judith Magre as Irène Leblanc,Laurent Lafitte as Patrick,Lucas Prisor as Kurt,Nicolas Beaucaire as L'agent Immobilier,Olivia Gotanègre as Nurse,Raphaël Lenglet as Ralph,Stéphane Bak as Omar,Vimala Pons as Hélène,Virginie Efira as Rebecca.","The genre of the movie is Drama,Thriller,Comedy."
The Tale of The Princess Kaguya,"The cast of the movie The Tale of The Princess Kaguya includes Chloë Grace Moretz as The Princess Kaguya,James Caan as The Bamboo Cutter,James Marsden as Prince Ishitsukuri,Mary Steenburgen as The Bamboo Cutter's Wife/Narrator,Aki Asakura as Princess Kaguya,Beau Bridges as Prince Kuramochi,Brian Leone as Villager,Caitlyn Leone as Princess Kaguya Young,Daniel Dae Kim as Great Counselor Otomo,Darren Criss as Sutemaru,Dean Cain as The Mikado,Emily Bridges as Kita No Kata,George Segal as Inbe No Akita,Hikaru Ijûin as Abe No Udaijin,Hynden Walch as Me No Warawa,Isao Hashizume as Kuramochi No Miko,James Caan as The Bamboo Cutter,John Cho as Middle Counselor Isonokami,Kengo Kôra as Sutemaru,Lucy Liu as Lady Sagami,Michael Leone as Villager,Oliver Platt as Lord Minster Of The Right Abe,Takaya Kamikawa as Ishitsukuri No Miko,Takeo Chii as Okina,Yukiji Asaoka as Kitanokata.","The genre of the movie is Drama,Fantasy,Animation."
Uncertain,The cast of the movie Uncertain includes.,"The genre of the movie is Drama,Comedy,Documentary."
Captain Blood,"The cast of the movie Captain Blood includes Basil Rathbone as Levasseur,Donald Meek as Dr. Whacker,Errol Flynn as Peter Blood,Guy Kibbee as Hagthorpe,Henry Stephenson as Lord Willoughby,Hobart Cavanaugh as Dr. Bronson,Lionel Atwill as Colonel Bishop,Olivia de Havilland as Arabella Bishop,Robert Barrat as Wolverstone,Ross Alexander as Jeremy Pitt,David Torrence as Andrew Baynes,Forrester Harvey as Honesty Nuttall,Frank McGlynn Sr. as Rev. Ogle,Holmes Herbert as Capt. Gardner,Jessie Ralph as Mrs. Barlow.","The genre of the movie is Action,Adventure."
"Two Days, One Night","The cast of the movie Two Days, One Night includes Alain Eloy as Willy,Batiste Sornin as M. Dumont,Catherine Salée as Juliette,Fabrizio Rongione as Manu,Lara Persain as Femme De Willy,Marion Cotillard as Sandra,Pili Groyne as Estelle,Simon Caudry as Maxime,Alain Eloy as Willy,Anette Niro as Nanna,Batiste Sornin as M. Dumont,Catherine Salée as Juliette,Christelle Cornil as Anne,Christelle Delbrouck as Barwoman,Fabienne Sciascia as Nadine,Fabrizio Rongione as Manu,Hassaba Halibi as Femme De Hicham,Hicham Slaoui as Hicham,Lara Persain as Femme De Willy,Laurent Caron as Julien,Marion Cotillard as Sandra,Myriem Akeddiou as Mireille,Olivier Gourmet as Cast,Philippe Jeusette as Yvon,Pili Groyne as Estelle,Rania Mellouli as Fille Timur,Simon Caudry as Maxime,Timur Magomedgadzhiev as Timur,Yohan Zimmer as Jérôme.",The genre of the movie is Drama.
National Gallery,The cast of the movie National Gallery includes.,"The genre of the movie is History,Documentary."
Eighth Grade,"The cast of the movie Eighth Grade includes Catherine Oliviere as Kennedy,Daniel Zolghadri as Riley,Deborah Unger as Mrs. Nolan,Elsie Fisher as Kayla,Emily Robinson as Olivia,Frank Deal as Officer Todd,Fred Hechinger as Trevor,Gerald W. Jones as Tyler,Greg Crowe as Principal McDaniels,Imani Lewis as Aniyah,Jake Ryan as Gabe,Josh Hamilton as Mark Day,Josh Hamilton as Mark Day,Luke Prael as Aiden,Marguerite Stimpson as Woman On Tv,Missy Yager as Dianne,Natalie Carter as Mrs. Roach,Nora Mullins as Steph,Castor Feinberg as Middle School Student,Catherine Oliviere as Kennedy,Deborah Unger as Mrs. Nolan,Faith Kelly as Student,Frank Deal as Officer Todd,Fred Hechinger as Trevor,Gerald W. Jones as Tyler,Greg Crowe as Principal McDaniels,Jalesia Martinez as High School Student,Kaileen Quinones as Middle School Student,Kevin R. Free as Mr. Denkert,Luke Prael as Aiden,Marguerite Stimpson as Woman On Tv,Missy Yager as Mrs. Graves,Natalie Carter as Mrs. Roach,Shacha Temirov as Mason,Thomas J O'Reilly as Edmund.","The genre of the movie is Drama,Comedy."
A Star Is Born,"The cast of the movie A Star Is Born includes Alec Baldwin as Alec Baldwin,Andrew Dice Clay as Lorenzo,Anthony Ramos as Ramon,Bonnie Somerville as Sally Cummings,Bradley Cooper as Jackson Maine,D.J. 'Shangela' Pierce as Drag Bar Emcee,Dave Chappelle as Noodles,Eddie Griffin as Pastor,Greg Grunberg as Principal Cast,Lady Gaga as Ally,Marlon Williams as Marlon Williams,Michael Harney as Wolfe,Rafi Gavron as Rez Gavron,Sam Elliott as Bobby,Willam Belli as Emerald,Amanda Fields as Trophy Presenter,Andrew Dice Clay as Lorenzo,Andrew Michaels as Stoner Groupie,Anthony Ramos as Ramon,Barry Shabaka Henley as Little Feet,Bonnie Somerville as Sally Cummings,Bradley Cooper as Jackson Maine,Brandi Carlile as Brandi Carlile,Carlo Sciortino as Band Friend,D.J. 'Shangela' Pierce as Drag Bar Emcee,Dave Chappelle as Noodles,Eddie Griffin as Pastor,Erik Landreth as Pharmacist,Eunice Chiweshe Goldstein as Juke Joint Patron,Gabe Fazio as Tommy,Greg Grunberg as Cast,Jacob Taylor as Concert Security Officer,Joseph Kelly as Band Roadie,Lady Gaga as Ally,Lukas Nelson as Cast,Michael D. Roberts as Matty,Michael Harney as Wolfie,Presley Cash as Herself,Rafi Gavron as Rez,Rebecca Field as Gail,Ron Rifkin as Carl,Sam Elliott as Bobby,Sean Ayub as Pharmaceutical Rep,Steven Ciceron as Pharmacist,Willam Belli as Emerald.","The genre of the movie is Drama,Romance,Music,Musical."
